sid,display_name
3880285,Science | American Association for the Advancement of Science
133853345,Energy Efficiency | Springer Science+Business Media
151589183,Biochemical and Biophysical Research Communications | Elsevier BV
149937609,Chemical Engineering Journal | Elsevier BV
144507673,Radiotherapy and Oncology | Elsevier BV
145630073,Nuclear Instruments and Methods in Physics Research Section A Accelerators Spectrometers Detectors and Associated Equipment | Elsevier BV
149016011,Electronics Letters | Institution of Engineering and Technology
144860794,The Annals of Thoracic Surgery | Elsevier BV
154732359,Materials Science and Engineering A | Elsevier BV
145089992,Journal of Hazardous Materials | Elsevier BV
145575934,Transportation Research Record Journal of the Transportation Research Board | SAGE Publishing
158228368,Applied and Environmental Microbiology | American Society for Microbiology
149516416,Journal of Nuclear Materials | Elsevier BV
150314616,The Annals of the American Academy of Political and Social Science | SAGE Publishing
156174673,Hepatology | Lippincott Williams & Wilkins
150273397,Journal of the American Dietetic Association | Elsevier BV
153015021,British Journal of Haematology | Wiley
152904045,The Auk | Oxford University Press
151030190,Microchemical Journal | Elsevier BV
147767848,Measurement | Elsevier BV
148709879,Journal of Computational Physics | Elsevier BV
156181945,Biosensors and Bioelectronics | Elsevier BV
156652029,Water Air & Soil Pollution | Springer Science+Business Media
154451576,American Journal of Infection Control | Elsevier BV
147871266,Radiation Physics and Chemistry | Elsevier BV
158079644,Alimentary Pharmacology & Therapeutics | Wiley
147316732,IEEE Communications Letters | IEEE Communications Society
156006901,Gait & Posture | Elsevier BV
147691530,Parkinsonism & Related Disorders | Elsevier BV
144771191,IEEE Transactions on Intelligent Transportation Systems | Institute of Electrical and Electronics Engineers
144187503,BMC Medical Education | BioMed Central
145806103,Cornea | Lippincott Williams & Wilkins
150894996,Journal of science and medicine in sport | Elsevier BV
144352947,Equine Veterinary Journal | Wiley
155209994,Environment Development and Sustainability | Springer Science+Business Media
148561398,Scientometrics | Springer Nature (Netherlands)
156578089,International Journal of Robust and Nonlinear Control | Wiley
146960544,The Brazilian Journal of Infectious Diseases | Elsevier BV
147022693,Philosophical Studies | Springer Science+Business Media
158178784,Welding International | Taylor & Francis
147407642,Glia | Wiley
148599315,International Journal of Hospitality Management | Elsevier BV
145572626,International Review of Financial Analysis | Elsevier BV
154368109,International Journal of Machine Tools and Manufacture | Elsevier BV
145558524,Toxicologic Pathology | SAGE Publishing
158039710,Journal for Healthcare Quality | Lippincott Williams & Wilkins
154084123,Diplomatic History | Oxford University Press
153101029,International Journal of Antennas and Propagation | Hindawi Publishing Corporation
151157582,Journal of Moral Education | Taylor & Francis
144178814,International Review for the Sociology of Sport | SAGE Publishing
154849578,Psychology of Aesthetics Creativity and the Arts | American Psychological Association
150190834,Photonic Network Communications | Springer Science+Business Media
168522863,Cancer Research | American Association for Cancer Research
164001016,ACS Applied Materials & Interfaces | American Chemical Society
167664057,Pediatric Research | Springer Nature
164770093,Fuel | Elsevier BV
169054600,Journal of the Neurological Sciences | Elsevier BV
161085503,American Journal of Roentgenology | American Roentgen Ray Society
168041952,European Neuropsychopharmacology | Elsevier BV
162355128,IEEE Transactions on Electron Devices | Institute of Electrical and Electronics Engineers
168049282,American Journal of Public Health | American Public Health Association
161638509,Journal of the American Veterinary Medical Association | American Veterinary Medical Association
171176648,Psychiatric Services | American Psychiatric Association
165454098,Engineering Structures | Elsevier BV
171076697,Synthetic Metals | Elsevier BV
164692974,IEEE Transactions on Plasma Science | Institute of Electrical and Electronics Engineers
161954266,Journal of Controlled Release | Elsevier BV
158447136,Journal of the European Ceramic Society | Elsevier BV
160877137,Biotechnology Advances | Elsevier BV
159512450,The Journal of Sexual Medicine | Elsevier BV
158377717,International Immunopharmacology | Elsevier BV
171172751,Classical and Quantum Gravity | IOP Publishing
163027424,Movement Disorders | Wiley
166515463,Human Molecular Genetics | Oxford University Press
166040772,Solar Energy Materials and Solar Cells | Elsevier BV
171705774,Academic Emergency Medicine | Wiley
165396890,Clinical Neurology and Neurosurgery | Elsevier BV
166523383,Arquivos de Neuro-Psiquiatria | Thieme Medical Publishers (Germany)
165368631,Neuropsychologia | Elsevier BV
163227809,Studi Francesi | Rosenberg & Sellier
170036492,Plant Cell & Environment | Wiley
170889201,Osteoporosis International | Springer Science+Business Media
167262187,Journal of Chemical Information and Modeling | American Chemical Society
167723465,Psychophysiology | Wiley
168975578,Journal of Microscopy | Wiley
163169856,International Journal for Parasitology | Elsevier BV
162735375,European Neurology | Karger Publishers
161080992,IEEE Aerospace and Electronic Systems Magazine | Institute of Electrical and Electronics Engineers
165362458,Journal of the Society of Architectural Historians | University of California Press
160802874,The French review | American Association of Teachers of French
159051371,Renal Failure | Taylor & Francis
170199316,Géotechnique | ICE Publishing
159637997,Transportation Research Part A Policy and Practice | Elsevier BV
165559636,International Journal of Human-Computer Interaction | Taylor & Francis
165666656,Sustainable Development | Wiley
159672176,Clinics in Plastic Surgery | Elsevier BV
171183513,Current Issues in Tourism | Taylor & Francis
159787512,Journal of Interventional Cardiology | Wiley
159297047,Polymer Science Series D | Pleiades Publishing
168738021,International Journal of Social Robotics | Springer Science+Business Media
164062316,International Journal of Information Security | Springer Science+Business Media
169659577,Professional Development in Education | Taylor & Francis
183492911,"Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE | SPIE"
172573765,JAMA | American Medical Association
181568219,European Heart Journal | Oxford University Press
173952182,Physics Letters B | Elsevier BV
178776955,Optics Express | Optica Publishing Group
183498172,Journal of the Franklin Institute | Elsevier BV
181332294,Physical Chemistry Chemical Physics | Royal Society of Chemistry
180907581,Physics Today | AIP Publishing
177147899,Journal of Power Sources | Elsevier BV
176204532,BDJ | Springer Nature
182717252,The Quarterly Review of Biology | University of Chicago Press
183652945,HortScience | American Society for Horticultural Science
183149254,Clinical Cancer Research | American Association for Cancer Research
184954342,IEEE Transactions on Automatic Control | Institute of Electrical and Electronics Engineers
181459644,World Journal of Gastroenterology | Baishideng Publishing Group
173943867,Environmental Research | Elsevier BV
184147796,Journal of Algebra | Elsevier BV
175543413,Optical Engineering | SPIE
178362034,Industrial Crops and Products | Elsevier BV
178916657,Computer | IEEE Computer Society
175056054,Energy Policy | Elsevier BV
182625382,American Journal of Transplantation | Elsevier BV
183718435,Sleep Medicine | Elsevier BV
185276071,The Review of English Studies | Oxford University Press
173274907,Muscle & Nerve | Wiley
185347286,Applied Radiation and Isotopes | Elsevier BV
180067919,Acta Psychologica | Elsevier BV
182655450,PROTEOMICS | Wiley
171918450,Biomass and Bioenergy | Elsevier BV
185321339,Journal of the American Society of Echocardiography | Elsevier BV
173657377,Perspectives on Politics | Cambridge University Press
183686791,The Astrophysical Journal Supplement Series | Institute of Physics
182948766,Acta Haematologica | Karger Publishers
172073041,Automation in Construction | Elsevier BV
178493899,Journal of Geotechnical and Geoenvironmental Engineering | American Society of Civil Engineers
180764740,Home Healthcare Now | Lippincott Williams & Wilkins
179906512,Theoretical and Applied Fracture Mechanics | Elsevier BV
179675478,Urologic Clinics of North America | Elsevier BV
176975696,Cahiers d études africaines | Éditions de l'EHESS
172925388,Disaster Medicine and Public Health Preparedness | Cambridge University Press
185414053,Hematology/Oncology Clinics of North America | Elsevier BV
174657117,Research in Astronomy and Astrophysics | IOP Publishing
176166730,Comptes Rendus Chimie | Académie des sciences
173527311,IEEE Transactions on Network and Service Management | Institute of Electrical and Electronics Engineers
174129883,Economic Outlook | Wiley
173117069,Journal of Applied Research in Intellectual Disabilities | Wiley
182504092,Disability and health journal | Elsevier BV
184646200,Steel Construction | Wiley
183739505,Seminars in Cutaneous Medicine and Surgery | Frontline Medical Communications
182681858,International Journal of Nursing Terminologies and Classifications | Wiley
196734849,Scientific Reports | Nature Portfolio
187991544,Journal of Applied Physics | American Institute of Physics
191963794,Analytical Chemistry | American Chemical Society
187216704,AJN American Journal of Nursing | Lippincott Williams & Wilkins
195663288,Monthly Notices of the Royal Astronomical Society | Oxford University Press
186113128,Nephrology Dialysis Transplantation | Oxford University Press
190924190,Journal of Physics Condensed Matter | IOP Publishing
194691280,Annalen der Physik | Wiley
189694085,IEEE Sensors Journal | IEEE Sensors Council
189509794,Journal of Materials Science Materials in Electronics | Springer Science+Business Media
188605413,Carbon | Elsevier BV
186935893,Energy & Fuels | American Chemical Society
191565391,Heart | BMJ
194656152,Digestive Diseases and Sciences | Springer Science+Business Media
192650101,Information Sciences | Elsevier BV
192525298,Isis | University of Chicago Press
195255895,Forest Ecology and Management | Elsevier BV
186746772,Transfusion | Wiley
186546955,Clinical Lymphoma Myeloma & Leukemia | Elsevier BV
191833357,The American Biology Teacher | University of California Press
196647941,IEEE Transactions on Communications | IEEE Communications Society
192268925,IEEE Transactions on Industry Applications | Institute of Electrical and Electronics Engineers
196975874,American Journal of Veterinary Research | American Veterinary Medical Association
191935395,Fusion Engineering and Design | Elsevier BV
189281586,Emerging infectious diseases | Centers for Disease Control and Prevention
189701308,Journal of Chemical Theory and Computation | American Chemical Society
189798733,IEEE Antennas and Wireless Propagation Letters | IEEE Antennas & Propagation Society
186020892,Cement and Concrete Research | Elsevier BV
193475107,Hyperfine Interactions | Springer Science+Business Media
188336720,Accident Analysis & Prevention | Elsevier BV
191336577,Indian Journal of Ophthalmology | Medknow
186278352,Journal of Dermatological Science | Elsevier BV
196623810,Revista Clínica Española | Elsevier BV
191726168,Journal of Dentistry | Elsevier BV
195965714,Occupational Medicine | Oxford University Press
194185345,Resources Policy | Elsevier BV
186178718,Klinische Pädiatrie | Thieme Medical Publishers (Germany)
187175751,Journal of Vibration and Control | SAGE Publishing
186921487,ACM SIGSOFT Software Engineering Notes | Association for Computing Machinery
196139623,Artificial Intelligence | Elsevier BV
186231457,Agroforestry Systems | Springer Science+Business Media
186480540,Psychometrika | Springer Science+Business Media
195136871,Aquaculture International | Springer Science+Business Media
187934678,British Corrosion Journal | Taylor & Francis
192935422,Sport in Society | Taylor & Francis
189852317,Ciência Florestal | Universidade Federal de Santa Maria
192814187,BMJ | BMJ
188121330,"Photomedicine and Laser Surgery | Mary Ann Liebert, Inc."
190846655,The Henry James review | Johns Hopkins University Press
187925018,Globalisation Societies and Education | Taylor & Francis
202381698,PLoS ONE | Public Library of Science
200071133,Blood | Elsevier BV
197437610,The American Historical Review | Oxford University Press
198098182,Energies | Multidisciplinary Digital Publishing Institute
205231332,Astronomy and Astrophysics | EDP Sciences
198339081,Electrochimica Acta | Elsevier BV
196979320,Urology | Elsevier BV
950076683,Acta Physica Sinica | Science Press
206830620,Atherosclerosis | Elsevier BV
205878144,Toxicology Letters | Elsevier BV
205482884,Biological Psychiatry | Elsevier BV
199738284,Journal of Visualized Experiments | MyJOVE
207549998,Clinica Chimica Acta | Elsevier BV
197964821,Journal of Pediatric Gastroenterology and Nutrition | Lippincott Williams & Wilkins
207859457,Military Medicine | Oxford University Press
206811868,Nanotechnology | IOP Publishing
206235894,Thrombosis and Haemostasis | Thieme Medical Publishers (Germany)
207341048,Ophthalmology | Elsevier BV
201595455,Radiation Protection Dosimetry | Oxford University Press
204308127,Ophthalmologica | Karger Publishers
900972176,Engineering Applications of Artificial Intelligence | Elsevier BV
201669150,Journal of Immunological Methods | Elsevier BV
201921491,IEEE Transactions on Power Systems | Institute of Electrical and Electronics Engineers
198573919,Environmental Earth Sciences | Springer Science+Business Media
946213959,Atmosphere | Multidisciplinary Digital Publishing Institute
199944782,IEEE Transactions on Pattern Analysis and Machine Intelligence | IEEE Computer Society
203585231,Current Psychology | Springer Science+Business Media
204463770,Pump Industry Analyst | Elsevier BV
937433771,European Journal of Gastroenterology & Hepatology | Lippincott Williams & Wilkins
197748570,Calcified Tissue International | Springer Science+Business Media
201064403,European Journal of Preventive Cardiology | Oxford University Press
199972112,The International Journal of Neuropsychopharmacology | University of Oxford
202628778,Geotechnical and Geological Engineering | Springer Science+Business Media
205793605,Business Strategy and the Environment | Wiley
204851967,European Journal of Combinatorics | Elsevier BV
962698607,The RUSI Journal | Routledge
205498627,Wireless Networks | Springer Science+Business Media
199507061,Ocular Immunology and Inflammation | Taylor & Francis
948528986,Études théologiques et religieuses | Institut Protestant de Théologie
202580180,Japan focus | None
206024867,Romantisme | Armand Colin
966713004,Campus Legal Advisor | Wiley
198786835,Journal of Curriculum Studies | Taylor & Francis
956135003,Disability Compliance for Higher Education | Wiley
204223317,IEEE Transactions on Services Computing | Institute of Electrical and Electronics Engineers
197286573,New Perspectives Quarterly | Wiley
989758024,Estudios sobre el Mensaje Periodístico | Complutense University of Madrid
204969905,Advances in Cement Research | Thomas Telford Ltd.
204648954,osteuropa | Berliner Wissenschafts-Verlag
966500815,Expressions maghrébines | None
2485537415,IEEE Access | Institute of Electrical and Electronics Engineers
2530005873,MRS Proceedings | Cambridge University Press
2595292759,Frontiers in Immunology | Frontiers Media
2497375143,Energy | Elsevier BV
2596394214,Frontiers in Oncology | Frontiers Media
2735557189,Innovation in Aging | University of Oxford
2493613807,Frontiers in Plant Science | Frontiers Media
2595931848,Frontiers in Public Health | Frontiers Media
2737939966,Foods | Multidisciplinary Digital Publishing Institute
2737465529,JOURNAL OF CLINICAL AND DIAGNOSTIC RESEARCH | JCDR Research and Publications Private Limited
2597401208,Frontiers in Endocrinology | Frontiers Media
2480266640,IEEE Internet of Things Journal | Institute of Electrical and Electronics Engineers
1032301211,Bulletin of the Center for Children's Books./Bulletin of the Center for Children's Books | Johns Hopkins University Press
2735747656,Journal of the Endocrine Society | Endocrine Society
2597340651,Frontiers in Genetics | Frontiers Media
2735554095,Arthropod management tests | Oxford University Press
2737215817,"The international archives of the photogrammetry, remote sensing and spatial information sciences/International archives of the photogrammetry, remote sensing and spatial information sciences | Copernicus Publications"
2736865057,Journal of Marine Science and Engineering | Multidisciplinary Digital Publishing Institute
2596924766,Frontiers in Cell and Developmental Biology | Frontiers Media
2737566431,Antioxidants | Multidisciplinary Digital Publishing Institute
2596117549,Frontiers in Pediatrics | Frontiers Media
2497301991,Nano Energy | Elsevier BV
2738008561,Education Sciences | Multidisciplinary Digital Publishing Institute
2488126895,International Journal of Integrated Care | Ubiquity Press
2596526815,Frontiers in Education | Frontiers Media
2737241975,Horticulturae | Multidisciplinary Digital Publishing Institute
1027468801,The Round Table | Taylor & Francis
2483136528,Human Vaccines & Immunotherapeutics | Taylor & Francis
2500830676,IEEE Wireless Communications Letters | Institute of Electrical and Electronics Engineers
2737791640,Journal of Information Systems Engineering & Management | Lectito Journals
2738269101,Biodiversitas Journal of Biological Diversity | MBI & UNS Solo
2478453819,Journal of Wound Care | Mark Allen Group
2500072609,International Transactions on Electrical Energy Systems | Wiley
2484352698,IEEE Transactions on Network Science and Engineering | Institute of Electrical and Electronics Engineers
2737090608,Batteries | Multidisciplinary Digital Publishing Institute
2595095599,Frontiers in Robotics and AI | Frontiers Media
2484188435,IEEE Transactions on Cognitive Communications and Networking | Institute of Electrical and Electronics Engineers
2736802132,International Journal of Professional Business Review | Tutor Treinamento e Desenvolvimento
2736711335,Revista Brasileira de Educação | National Association of Postgraduate Research in Education
2495878607,Virtual Reality | Springer Science+Business Media
1036286303,Recruiting & Retaining Adult Learners | Wiley
1002628130,Türk Kültürü ve HACI BEKTAŞ VELİ Araştırma Dergisi | Gazi University
2737777163,International Journal of Economics and Financial Issues | EconJournals
2734814886,Digital Scholarship in the Humanities | Oxford University Press
2738068623,Pedagogia Social Revista Interuniversitaria | Sociedad Iberoamericana de Pedagogía Social
2737437775,Revista Trabalho Necessário | Fluminense Federal University
2736969387,Linha D Água | University of São Paulo
2736890154,Prismas - Revista de historia intelectual | National University of Quilmes
2736783777,Estudos Históricos (Rio de Janeiro) | Fundação Getúlio Vargas
2737214079,Bellaterra Journal of Teaching & Learning Language & Literature | Autonomous University of Barcelona
2764696622,AIP conference proceedings | American Institute of Physics
2764375719,Choice Reviews Online | Association of College and Research Libraries
2738950867,"Cureus | Cureus, Inc."
2756445955,Japanese Journal of Radiological Technology | Japan Radiological Society
2764501393,Journal watch | Massachusetts Medical Society
2764566388,International Journal for Research in Applied Science and Engineering Technology | International Journal for Research in Applied Science and Engineering Technology (IJRASET)
2739064124,Research Society and Development | Grupo de Pesquisa Metodologias em Ensino e Aprendizagem em Ciências
2752698192,The Japanese Journal of Urology | Japanese Dermatological Association
2764646681,Nanomaterials | Multidisciplinary Digital Publishing Institute
2738977497,Agronomy | Multidisciplinary Digital Publishing Institute
2764478331,Journal of Building Engineering | Elsevier BV
2764671007,Advances in Clinical Medicine | Hans Publishers
2738397068,Land | Multidisciplinary Digital Publishing Institute
2764603850,Indian Journal of Public Health Research & Development | Institute of Medico-legal Publications Private Limited
2755481371,Pan African Medical Journal | African Field Epidemiology Network
2764477435,Advances in Education | None
2754346785,Prehospital and Disaster Medicine | Cambridge University Press
2755888424,Actas Dermo-Sifiliográficas | Elsevier BV
2764453006,Physical Review Applied | American Physical Society
2764743394,Transportation research procedia | Elsevier BV
2754868259,The Journal of Allergy and Clinical Immunology In Practice | Elsevier BV
2764346760,International Journal of Plant & Soil Science | Sciencedomain International
2764554612,Cancer Management and Research | Dove Medical Press
2764428800,Creative Education Studies | None
2764593084,Energy Research & Social Science | Elsevier BV
2764480972,Journal of Coloproctology | Thieme Medical Publishers (Germany)
2764613355,Journal of Advances in Biology & Biotechnology | Sciencedomain International
2764563877,EUROPEAN RESEARCH STUDIES JOURNAL | University of Piraeus
2764372918,Journal of Image and Graphics | University of Portsmouth
2764493120,JMIR mhealth and uhealth | JMIR Publications
2764747195,Dialogue and Universalism | Philosophy Documentation Center
2764524492,Open Veterinary Journal | University of Tripoli
2738355984,Administrative Sciences | Multidisciplinary Digital Publishing Institute
2764746430,Current Opinion in Psychology | Elsevier BV
2764749963,Sustainable Production and Consumption | Elsevier BV
2764405325,Journal of Aesthetic Nursing | Mark Allen Group
2764674460,Journal of Sustainable Metallurgy | Springer Science+Business Media
2738406816,Actualidades Investigativas en Educación | University of Costa Rica
2764391171,Scalable Computing Practice and Experience | None
2764734948,Controlling & Management Review | Springer Science+Business Media
2738777115,Hipogrifo Revista de literatura y cultural del Siglo de Oro | Instituto de Estudios Auriseculares (IDEA)
2764551270,Journal of University Teaching and Learning Practice | University of Wollongong
2764671667,Asia policy | National Bureau of Asian Research
2764752174,Journal of Austrian studies | Austrian Studies Association
2738919870,Comunicação & Sociedade | Methodist University of São Paulo
2764641819,Journal on European history of law | None
2739351917,Novos Cadernos NAEA | Universidade Federal do Pará
2764429530,Journal of Outdoor and Environmental Education | Springer Science+Business Media
2739053435,"Journal of Perspectives in Applied Academic Practice | Edinburgh Napier University in collaboration with Aston University, the Universities of Dundee and Auckland"
2739009134,Logos Revista de Lingüística Filosofía y Literatura | University of La Serena
4210168594,ECS Meeting Abstracts | Institute of Physics
2898246533,IFAC Proceedings Volumes | Elsevier BV
2898405271,IFAC-PapersOnLine | Elsevier BV
2764830807,The Mathematical Gazette | Cambridge University Press
2764859491,Journal of environmental chemical engineering | Elsevier BV
2764865925,Journal of Energy Storage | Elsevier BV
4210167992,Journal of Physics A Mathematical and General | Institute of Physics
2765010971,Journal of Materials Research and Technology | Elsevier BV
2946866068,Journal of the Korea Academia-Industrial cooperation Society | The Korea Academia-Industrial Cooperation Society
2898565713,Procedia CIRP | Elsevier BV
4210168758,BIO Web of Conferences | EDP Sciences
4210169614,Monatsschrift für Deutsches Recht | Verlag Dr. Otto Schmidt
2898442875,Structures | Elsevier BV
2764867093,WIT transactions on ecology and the environment | WIT Press
2898598332,Hematology Transfusion and Cell Therapy | Elsevier BV
2765017384,Materials Testing | De Gruyter
4210169746,IMF Staff Country Reports | International Monetary Fund
2764915388,Traditional Chinese Medicine | Hans Publishers
2765078954,KnE Social Sciences | Knowledge E
2764855249,Indonesian Journal of Electrical Engineering and Computer Science | Institute of Advanced Engineering and Science (IAES)
2764881959,Case Studies in Construction Materials | Elsevier BV
4210169245,Aerospace | Multidisciplinary Digital Publishing Institute
2764830010,International Journal of Disaster Risk Reduction | Elsevier BV
2764928088,WIT transactions on engineering sciences | WIT Press
2764871139,BMC Psychology | BioMed Central
4210167569,Egyptian Journal of Aquatic Biology and Fisheries | Egyptian Society for the Development of Fisheries and Human Health
2764977280,Journal of Drug Delivery and Therapeutics | Society of Pharmaceutical Tecnocrats
2765003236,Advanced Electronic Materials | Wiley
2765032836,ACI Concrete International | American Concrete Institute
2898247721,Journal of Hydrology Regional Studies | Elsevier BV
2913398011,World Electric Vehicle Journal | Multidisciplinary Digital Publishing Institute
2765058733,Journal of Computational Methods in Sciences and Engineering | IOS Press
2765040861,Journal of Racial and Ethnic Health Disparities | Springer Science+Business Media
4210167830,JURNAL BIOLOGI TROPIS | None
4210168697,Journal of Economic Bussines and Accounting (COSTING) | None
2898421519,Educación Química | CIG Media Group
4210168118,Zeitschrift für das gesamte Bank- und Börsenwesen | University of Zurich
2764773477,The American Journal of Cosmetic Surgery | SAGE Publishing
2764958491,Yaogan jishu yu yingyong | Chinese Academy of Sciences
2765032134,Tarih okulu | Uşak University
2764837548,Emerald Emerging Markets Case Studies | Emerald Publishing Limited
2898182138,The Lancet Planetary Health | Elsevier BV
2764872494,Politics and Governance | Cogitatio
2764965543,Journal of Special Operations Medicine | None
2765061990,Journal of Astronomical Telescopes Instruments and Systems | SPIE
4210169189,Journal Publicuho | None
2914224842,Forum of Mathematics Sigma | Cambridge University Press
4210169554,Homiletic | None
2913448381,Journal of Public Procurement | Emerald Publishing Limited
4210167846,Padjadjaran Journal of Dental Researchers and Students | None
4210174675,"Physical review. B, Condensed matter | American Physical Society"
4210175061,MATEC Web of Conferences | EDP Sciences
4210173111,BJOG An International Journal of Obstetrics & Gynaecology | Wiley
4210177211,C&EN Global Enterprise | American Chemical Society
4210176815,Proceedings of the Human Factors and Ergonomics Society Annual Meeting | SAGE Publishing
4210173306,Surgery | Elsevier BV
4210173141,IEEE Transactions on Image Processing | Institute of Electrical and Electronics Engineers
4210174327,Africa Research Bulletin Political Social and Cultural Series | Wiley
4210169774,IEEE Robotics and Automation Letters | Institute of Electrical and Electronics Engineers
4210173938,Études | None
4210179027,International Journal of Health Sciences | None
4210171399,Indian Journal of Forensic Medicine & Toxicology | Institute of Medico-legal Publications Private Limited
4210172956,Gaceta Sanitaria | Elsevier BV
4210173499,Hereditas | BioMed Central
4210173554,Modern Linguistics | None
4210178106,Syntax Literate Jurnal Ilmiah Indonesia | None
4210178572,Habitus | Black Sea Research Institute of Economics and Innovation
4210173887,International Journal of Academic Research in Progressive Education and Development | Human Resource Management Academic Research Society
4210177528,Ad Hoc Networks | Elsevier BV
4210175227,Journal of Digital Contents Society | Digital Contents Society
4210171363,PROCEEDINGS OF HYDRAULIC ENGINEERING | None
4210170903,INTERNATIONAL JOURNAL OF RESEARCH AND ANALYTICAL REVIEWS | None
4210170147,Revue Défense Nationale | National Defense Studies Committee
4210171352,IEEE Transactions on Circuits and Systems I Fundamental Theory and Applications | Institute of Electrical and Electronics Engineers
4210176328,Nursing in Critical Care | Wiley
4210170742,Jurnal Ilmiah Universitas Batanghari Jambi | None
4210173153,Advances in Philosophy | None
4210172554,Fire | Multidisciplinary Digital Publishing Institute
4210173311,Informatica | Slovenian Society Informatika
4210169980,التصميم الدولية | TechKnowledge General Trading
4210177224,Litera | Aurora Group s.r.o.
4210175118,HOLISTIK JURNAL KESEHATAN | None
4210170699,AI and Ethics | Springer Nature
4210174683,المجلة العربیة للإدارة | Egypts Presidential Specialized Council for Education and Scientific Research
4210170396,Indes | Vandenhoeck & Ruprecht
4210169776,Bulletin of Udmurt University Series History and Philology | None
4210170619,International Journal of Modern Education | None
4210174657,Turkish Studies - Economics Finance Politics | ASOS Eğitim Bilişim Danışmanlık
4210170589,Journal of Accounting and Finance Management | None
4210176804,Nau Literária | Associação Sul-Rio-Grandense de Pesquisadores em História da Educação (ASPHE)
4210172679,Letrônica | Editora da Pontifícia Universidade Católica do Rio Grande do Sul (EDIPUCRS)
4210172822,Ciencia y Desarrollo | None
4210176783,Korean Association for Educational Information and Media | None
4210170762,Detritus | None
4210176644,Bisnis-Net Jurnal Ekonomi dan Bisnis | Universitas Dharmawangsa
4210173558,Review of Ecumenical Studies | De Gruyter
4210170034,Odesa National University Herald Geography and Geology | None
4210175185,e-Makalat Mezhep Araştırmaları Dergisi | None
4210174823,Bisma The Journal of Counseling | Ganesha University of Education
4210179570,Journal of Traditional Building Architecture and Urbanism | None
4210187594,Journal of Physics Conference Series | IOP Publishing
4210186093,E3S Web of Conferences | EDP Sciences
4210182546,Nuclear Physics B - Proceedings Supplements | Elsevier BV
4210180552,TRANSACTIONS OF THE JAPAN SOCIETY OF MECHANICAL ENGINEERS Series C | Japan Society Mechanical Engineers
4210182600,Ciencia Latina Revista Científica Multidisciplinar | Latin American Association for the Advancement of Sciences
4210186290,The proceedings of the JSME annual meeting | Japan Society Mechanical Engineers
4210188060,Canadian Journal of Botany | Canadian Science Publishing
4210180292,International Journal of Social Science and Human Research | None
4210184657,Religions | Multidisciplinary Digital Publishing Institute
4210182531,Jurnal Penelitian Pendidikan IPA | None
4210180562,Advances in Social Sciences | None
4210187631,Critique d’art | OpenEdition Journals
4210185092,Nursing Management | None
4210185480,Deutsche Zeitschrift für Wirtschafts- und Insolvenzrecht | De Gruyter
4210187746,"Ius Canonicum | Universidad de Navarra, Servicio de Publicaciones"
4210187570,Culinary Science & Hospitality Research | Culinary Society of Korea
4210182947,Cuadernos del Centro de Estudios de Diseño y Comunicación | University of Palermo
4210189394,Food Chemistry X | Elsevier BV
4210187660,ACM SIGMETRICS Performance Evaluation Review | Association for Computing Machinery
4210182545,WiSt - Wirtschaftswissenschaftliches Studium | C.H. Beck
4210180384,TNU Journal of Science and Technology | None
4210180255,Frontiers in Sports and Active Living | Frontiers Media
4210188408,Digital Health | SAGE Publishing
4210183893,Proceedings of the ACM on Human-Computer Interaction | Association for Computing Machinery
4210186704,Forschungsjournal Soziale Bewegungen | De Gruyter
4210185570,Revue d économie financière | Association d'économie financière
4210186998,Roczniki Humanistyczne | The Learned Society of the John Paul II Catholic University of Lublin
4210186024,593 Digital Publisher CEIT | None
4210189277,Lex localis - Journal of Local Self-Government | None
4210184207,Vox Patrum | John Paul II Catholic University of Lublin
4210181041,JMM (Jurnal Masyarakat Mandiri) | None
4210181039,MIMBAR AGRIBISNIS Jurnal Pemikiran Masyarakat Ilmiah Berwawasan Agribisnis | None
4210188333,Pena Justisia Media Komunikasi dan Kajian Hukum | None
4210186966,symplokē | None
4210183967,Jesya (Jurnal Ekonomi & Ekonomi Syariah) | None
4210189270,IEE Proceedings - Electric Power Applications | Institution of Engineering and Technology
4210184082,Jurnal Nasional Komputasi dan Teknologi Informasi (JNKTI) | None
4210186962,Revista Austral de Ciencias Sociales | Austral University of Chile
4210182158,REC CardioClinics | Elsevier BV
4210184406,Postdigital Science and Education | Springer Science+Business Media
4210183005,Sophía | Politecnica Salesiana University
4210185842,Management Teaching Review | SAGE Publishing
4210179579,Bulletin of Sumy National Agrarian University The series Veterinary Medicine | None
4210181129,Acotaciones Revista de Investigación y Creación Teatral | None
4210182804,Percées Explorations en arts vivants | Presses de l'Université de Montréal
4210183782,CaLLs (Journal of Culture Arts Literature and Linguistics) | None
4210196743,Acta Horticulturae | International Society for Horticultural Science
4210190737,"Physical review. D. Particles, fields, gravitation, and cosmology/Physical review. D. Particles and fields | American Physical Society"
4210194219,Antarctica A Keystone in a Changing World | United States Department of the Interior
4210194812,Nuclear Physics B | Elsevier BV
4210192535,Archives of Pediatrics and Adolescent Medicine | American Medical Association
4210192031,Mathematics | Multidisciplinary Digital Publishing Institute
4210191137,Buildings | Multidisciplinary Digital Publishing Institute
4210190818,Materials Science and Engineering B | Elsevier BV
4210194858,Sixteenth Century Journal | Truman State University
4210191493,ACS Applied Nano Materials | American Chemical Society
4210194876,Transactions of Nonferrous Metals Society of China | Elsevier BV
